#YYY MM DD  days  days_m  Bsr dB    Kp1    Kp2    Kp3    Kp4    Kp5    Kp6    Kp7    Kp8  ap1  ap2  ap3  ap4  ap5  ap6  ap7  ap8    Ap  SN F10.7obs F10.7adj D
2020 05 16 32278 32278.5 2547 23  0.000  0.333  0.667  0.667  1.667  0.667  0.333  0.333    0    2    3    3    6    3    2    2     3   0     69.4     71.0 2
2020 05 17 32279 32279.5 2547 24  0.000  0.333  0.000  0.667  0.333  0.667  0.333  1.000    0    2    0    3    2    3    2    4     2   0     69.6     71.2 2
2020 05 18 32280 32280.5 2547 25  0.333  0.000  0.000  0.333  0.667  2.000  1.667  0.667    2    0    0    2    3    7    6    3     3   0     70.2     71.8 2
2020 05 19 32281 32281.5 2547 26  1.000  1.000  1.333  1.667  1.333  0.667  1.000  1.333    4    4    5    6    5    3    4    5     4   0     68.7     70.3 2
2020 05 20 32282 32282.5 2547 27  1.000  0.333  0.000  0.333  0.667  0.667  0.667  0.333    4    2    0    2    3    3    3    2     2   0     69.6     71.3 2
2020 05 21 32283 32283.5 2548  1  1.000  2.000  1.000  0.667  0.667  1.000  1.333  2.000    4    7    4    3    3    4    5    7     5   0     70.2     71.9 2
2020 05 22 32284 32284.5 2548  2  1.667  1.000  1.000  0.667  2.000  2.000  2.333  0.667    6    4    4    3    7    7    9    3     5   0     70.8     72.6 2
2020 05 23 32285 32285.5 2548  3  1.333  1.667  1.000  0.333  0.333  0.667  0.667  0.000    5    6    4    2    2    3    3    0     3   0     69.1     70.9 2
2020 05 24 32286 32286.5 2548  4  0.667  0.333  0.000  0.333  1.667  2.333  1.667  1.000    3    2    0    2    6    9    6    4     4   0     68.8     70.6 2
2020 05 25 32287 32287.5 2548  5  1.667  1.000  1.000  0.667  1.667  1.000  1.000  2.000    6    4    4    3    6    4    4    7     5   0     70.3     72.1 2
2020 05 26 32288 32288.5 2548  6  1.000  0.667  0.667  0.667  0.333  0.333  0.333  1.667    4    3    3    3    2    2    2    6     3   0     69.7     71.6 2
2020 05 27 32289 32289.5 2548  7  1.000  0.333  0.333  1.000  1.333  0.333  1.333  0.000    4    2    2    4    5    2    5    0     3   0     68.0     69.9 2
2020 05 28 32290 32290.5 2548  8  0.000  0.667  0.333  0.333  1.000  0.667  0.333  0.667    0    3    2    2    4    3    2    3     2   0     67.5     69.3 2
2020 05 29 32291 32291.5 2548  9  0.667  0.333  0.333  0.333  0.667  0.333  0.333  1.667    3    2    2    2    3    2    2    6     3   0     69.5     71.5 2
2020 05 30 32292 32292.5 2548 10  2.000  2.667  3.333  3.333  3.000  2.667  3.333  3.333    7   12   18   18   15   12   18   18    15   0     70.0     71.9 2
2020 05 31 32293 32293.5 2548 11  1.000  1.000  0.333  0.333  1.000  1.000  0.333  1.000    4    4    2    2    4    4    2    4     3   2     70.8     72.8 2
2020 06 01 32294 32294.5 2548 12  0.667  1.000  0.333  1.000  0.333  1.000  2.667  2.667    3    4    2    4    2    4   12   12     5   6     69.2     71.2 2
2020 06 02 32295 32295.5 2548 13  1.667  3.000  1.333  1.333  1.667  1.000  1.667  1.333    6   15    5    5    6    4    6    5     6   0     70.4     72.4 2
2020 06 03 32296 32296.5 2548 14  1.000  1.000  0.000  0.333  1.000  0.667  0.333  0.333    4    4    0    2    4    3    2    2     3   9     70.0     72.0 2
2020 06 04 32297 32297.5 2548 15  0.667  0.333  1.000  0.333  0.333  1.000  1.667  1.667    3    2    4    2    2    4    6    6     4  11     70.1     72.1 2
2020 06 05 32298 32298.5 2548 16  0.333  0.333  0.333  1.000  1.333  1.000  0.667  0.333    2    2    2    4    5    4    3    2     3  13     71.1     73.2 2
2020 06 06 32299 32299.5 2548 17  0.333  0.333  0.333  0.667  1.333  0.333  0.333  0.000    2    2    2    3    5    2    2    0     2  16     71.6     73.8 2
2020 06 07 32300 32300.5 2548 18  0.667  1.333  0.333  1.000  1.000  2.333  3.667  2.333    3    5    2    4    4    9   22    9     7  16     71.6     73.8 2
2020 06 08 32301 32301.5 2548 19  1.667  2.000  0.667  0.667  0.667  1.000  1.000  0.333    6    7    3    3    3    4    4    2     4  16     71.0     73.2 2
2020 06 09 32302 32302.5 2548 20  0.667  0.667  0.000  0.333  0.667  1.000  2.000  2.667    3    3    0    2    3    4    7   12     4  14     72.4     74.6 2
2020 06 10 32303 32303.5 2548 21  1.667  2.333  2.333  2.333  1.000  1.000  1.000  1.333    6    9    9    9    4    4    4    5     6  12     71.0     73.2 2
2020 06 11 32304 32304.5 2548 22  1.667  1.333  0.333  0.333  0.667  0.333  0.333  0.000    6    5    2    2    3    2    2    0     3  11     71.5     73.7 2
2020 06 12 32305 32305.5 2548 23  0.333  1.000  0.667  0.667  0.667  0.667  0.333  0.333    2    4    3    3    3    3    2    2     3  11     70.5     72.7 2
2020 06 13 32306 32306.5 2548 24  0.000  0.667  0.667  0.333  1.333  0.667  0.333  0.000    0    3    3    2    5    3    2    0     2  11     69.4     71.6 2
2020 06 14 32307 32307.5 2548 25  0.000  0.333  0.333  0.000  0.000  0.667  1.000  0.667    0    2    2    0    0    3    4    3     2  11     70.2     72.4 2
2020 06 15 32308 32308.5 2548 26  0.333  0.667  0.667  1.333  1.000  0.333  0.667  0.000    2    3    3    5    4    2    3    0     3   8     70.4     72.7 2
2020 06 16 32309 32309.5 2548 27  0.667  1.000  1.667  1.000  0.667  1.000  2.333  1.667    3    4    6    4    3    4    9    6     5   0     69.3     71.5 2
2020 06 17 32310 32310.5 2549  1  1.333  0.667  0.667  1.000  1.667  1.333  0.000  0.000    5    3    3    4    6    5    0    0     3   0     68.8     71.0 2
2020 06 18 32311 32311.5 2549  2  0.333  1.667  1.000  1.000  1.000  0.667  1.000  0.667    2    6    4    4    4    3    4    3     4   0     67.9     70.2 2
2020 06 19 32312 32312.5 2549  3  0.667  1.000  0.333  1.000  0.667  0.667  1.333  1.667    3    4    2    4    3    3    5    6     4   0     68.8     71.1 2
2020 06 20 32313 32313.5 2549  4  2.000  2.000  2.333  1.000  0.333  1.000  0.667  1.000    7    7    9    4    2    4    3    4     5   0     67.8     70.0 2
2020 06 21 32314 32314.5 2549  5  0.667  0.667  0.333  1.333  1.333  0.667  0.667  0.667    3    3    2    5    5    3    3    3     3   0     67.6     69.9 2
2020 06 22 32315 32315.5 2549  6  0.000  0.333  0.667  0.333  0.333  0.333  0.333  1.000    0    2    3    2    2    2    2    4     2   0     67.6     69.9 2
2020 06 23 32316 32316.5 2549  7  0.667  0.333  1.333  0.333  0.667  0.667  0.333  1.333    3    2    5    2    3    3    2    5     3   0     67.1     69.3 2
2020 06 24 32317 32317.5 2549  8  1.000  1.000  0.667  1.000  0.667  0.667  0.333  0.667    4    4    3    4    3    3    2    3     3   0     66.9     69.1 2
2020 06 25 32318 32318.5 2549  9  0.667  0.667  0.333  0.333  0.333  0.667  0.333  1.000    3    3    2    2    2    3    2    4     3   0     68.9     71.2 2
2020 06 26 32319 32319.5 2549 10  2.000  0.333  0.333  0.333  1.000  1.000  2.333  2.667    7    2    2    2    4    4    9   12     5   6     67.8     70.0 2
2020 06 27 32320 32320.5 2549 11  2.667  1.333  1.333  2.333  2.333  0.333  0.667  1.333   12    5    5    9    9    2    3    5     6   4     68.9     71.2 2
2020 06 28 32321 32321.5 2549 12  1.000  1.000  0.333  0.667  0.000  0.333  0.667  1.000    4    4    2    3    0    2    3    4     3   0     69.2     71.5 2
2020 06 29 32322 32322.5 2549 13  0.667  0.667  0.000  0.333  0.333  0.667  0.333  0.333    3    3    0    2    2    3    2    2     2   0     68.7     71.0 2
2020 06 30 32323 32323.5 2549 14  1.667  1.667  1.667  0.333  0.333  0.667  0.000  1.333    6    6    6    2    2    3    0    5     4   0     68.1     70.4 2
2020 07 01 32324 32324.5 2549 15  0.667  1.000  0.667  1.000  0.333  0.333  2.333  2.000    3    4    3    4    2    2    9    7     4   4     68.9     71.2 2
2020 07 02 32325 32325.5 2549 16  0.667  0.667  0.333  0.333  0.667  1.333  1.000  0.667    3    3    2    2    3    5    4    3     3   2     68.0     70.3 2
2020 07 03 32326 32326.5 2549 17  0.333  1.000  1.000  1.000  0.667  0.667  0.667  0.333    2    4    4    4    3    3    3    2     3   0     69.3     71.6 2
2020 07 04 32327 32327.5 2549 18  1.000  1.000  1.333  1.000  2.000  1.333  2.333  3.000    4    4    5    4    7    5    9   15     7   7     69.5     71.8 2
2020 07 05 32328 32328.5 2549 19  1.667  2.667  3.333  2.667  1.333  1.000  2.000  2.667    6   12   18   12    5    4    7   12    10   5     69.4     71.8 2
2020 07 06 32329 32329.5 2549 20  1.000  1.000  1.333  0.667  1.333  1.333  1.333  0.333    4    4    5    3    5    5    5    2     4   5     68.5     70.8 2
2020 07 07 32330 32330.5 2549 21  0.333  1.000  1.667  0.333  0.333  0.333  0.333  0.667    2    4    6    2    2    2    2    3     3   8     67.7     70.0 2
2020 07 08 32331 32331.5 2549 22  0.000  0.667  0.333  0.333  0.333  0.333  0.333  0.333    0    3    2    2    2    2    2    2     2   0     67.2     69.4 2
2020 07 09 32332 32332.5 2549 23  0.333  0.333  1.000  0.667  1.000  1.000  0.667  0.000    2    2    4    3    4    4    3    0     3   0     68.7     71.0 2
2020 07 10 32333 32333.5 2549 24  0.000  0.333  1.333  0.333  0.333  0.333  0.333  0.000    0    2    5    2    2    2    2    0     2   0     68.8     71.1 2
2020 07 11 32334 32334.5 2549 25  0.667  0.333  0.000  0.333  0.333  0.333  0.667  1.000    3    2    0    2    2    2    3    4     2   0     68.7     71.0 2
2020 07 12 32335 32335.5 2549 26  0.333  0.000  0.333  0.667  0.667  0.333  0.000  0.333    2    0    2    3    3    2    0    2     2   0     67.6     69.8 2
2020 07 13 32336 32336.5 2549 27  1.000  1.333  2.000  1.667  0.667  1.000  1.333  2.667    4    5    7    6    3    4    5   12     6   0     68.2     70.5 2
2020 07 14 32337 32337.5 2550  1  3.667  3.667  3.333  1.333  1.667  1.000  0.333  0.333   22   22   18    5    6    4    2    2    10   0     68.9     71.2 2
2020 07 15 32338 32338.5 2550  2  0.000  1.333  1.333  1.000  2.000  2.000  0.667  0.000    0    5    5    4    7    7    3    0     4   2     68.4     70.6 2
2020 07 16 32339 32339.5 2550  3  0.000  0.333  0.333  1.667  1.000  1.000  1.000  1.000    0    2    2    6    4    4    4    4     3   0     68.7     70.9 2
2020 07 17 32340 32340.5 2550  4  1.000  0.333  0.333  0.667  1.000  1.333  1.000  1.333    4    2    2    3    4    5    4    5     4   0     69.0     71.3 2
2020 07 18 32341 32341.5 2550  5  1.333  0.667  1.000  0.333  1.000  0.333  0.333  1.000    5    3    4    2    4    2    2    4     3   0     67.8     70.0 2
2020 07 19 32342 32342.5 2550  6  0.000  0.667  1.000  1.000  1.000  0.667  0.667  1.667    0    3    4    4    4    3    3    6     3   0     68.9     71.1 2
2020 07 20 32343 32343.5 2550  7  0.333  1.000  1.000  0.333  0.333  0.667  0.667  1.000    2    4    4    2    2    3    3    4     3   0     69.3     71.6 2
2020 07 21 32344 32344.5 2550  8  1.000  1.333  0.667  0.333  0.667  1.000  0.667  1.667    4    5    3    2    3    4    3    6     4   6     69.8     72.1 2
2020 07 22 32345 32345.5 2550  9  0.667  0.667  0.333  0.333  0.333  1.333  1.000  0.000    3    3    2    2    2    5    4    0     3  11     70.0     72.2 2
2020 07 23 32346 32346.5 2550 10  0.333  0.333  0.667  0.667  1.000  0.333  0.333  0.333    2    2    3    3    4    2    2    2     2  11     70.3     72.5 2
2020 07 24 32347 32347.5 2550 11  1.000  2.667  2.667  2.000  2.333  3.667  2.667  3.000    4   12   12    7    9   22   12   15    12  11     69.5     71.7 2
2020 07 25 32348 32348.5 2550 12  3.667  2.667  2.333  2.000  2.000  1.667  1.667  4.000   22   12    9    7    7    6    6   27    12  11     70.4     72.6 2
2020 07 26 32349 32349.5 2550 13  1.000  0.333  0.333  0.333  0.667  0.333  0.333  1.000    4    2    2    2    3    2    2    4     3  11     71.4     73.6 2
2020 07 27 32350 32350.5 2550 14  0.667  0.667  1.000  0.333  0.667  0.667  0.667  1.000    3    3    4    2    3    3    3    4     3  11     71.4     73.7 2
2020 07 28 32351 32351.5 2550 15  2.000  0.667  0.667  0.333  1.000  0.667  0.667  0.667    7    3    3    2    4    3    3    3     4  20     71.8     74.1 2
2020 07 29 32352 32352.5 2550 16  2.000  0.667  1.667  0.333  1.333  0.667  0.667  0.333    7    3    6    2    5    3    3    2     4  21     72.6     74.9 2
2020 07 30 32353 32353.5 2550 17  1.000  1.000  1.667  0.667  0.333  0.333  0.000  0.667    4    4    6    3    2    2    0    3     3  21     73.3     75.6 2
2020 07 31 32354 32354.5 2550 18  1.000  1.000  0.333  1.000  1.333  1.000  0.667  0.667    4    4    2    4    5    4    3    3     4  21     72.3     74.4 2
2020 08 01 32355 32355.5 2550 19  0.000  0.667  0.667  0.333  0.667  1.000  1.000  0.333    0    3    3    2    3    4    4    2     3  26     72.0     74.1 2
2020 08 02 32356 32356.5 2550 20  0.333  0.667  1.000  2.667  3.333  3.000  2.000  3.000    2    3    4   12   18   15    7   15    10  15     72.7     74.9 2
2020 08 03 32357 32357.5 2550 21  3.333  3.333  3.000  2.667  2.333  3.333  3.000  3.333   18   18   15   12    9   18   15   18    15  11     72.7     74.8 2
2020 08 04 32358 32358.5 2550 22  2.000  3.333  1.333  1.667  1.333  1.333  1.333  1.667    7   18    5    6    5    5    5    6     7  11     73.0     75.1 2
2020 08 05 32359 32359.5 2550 23  1.667  1.333  1.000  0.667  0.667  1.000  2.333  1.333    6    5    4    3    3    4    9    5     5  12     73.4     75.6 2
2020 08 06 32360 32360.5 2550 24  0.667  1.333  0.333  0.667  1.667  1.333  0.667  2.000    3    5    2    3    6    5    3    7     4  14     73.1     75.1 2
2020 08 07 32361 32361.5 2550 25  1.667  1.000  0.000  0.333  0.333  0.333  0.667  1.333    6    4    0    2    2    2    3    5     3  17     74.0     76.0 2
2020 08 08 32362 32362.5 2550 26  2.000  1.667  1.333  1.000  1.333  1.000  0.667  0.333    7    6    5    4    5    4    3    2     4  12     74.7     76.8 2
2020 08 09 32363 32363.5 2550 27  0.000  0.333  0.333  0.667  0.333  0.333  0.333  0.667    0    2    2    3    2    2    2    3     2  13     73.9     76.0 2
2020 08 10 32364 32364.5 2551  1  0.333  0.333  0.333  0.333  0.000  0.667  0.333  0.667    2    2    2    2    0    3    2    3     2  13     74.2     76.2 2
2020 08 11 32365 32365.5 2551  2  1.000  0.667  0.333  0.333  0.333  0.000  0.000  0.333    4    3    2    2    2    0    0    2     2  12     73.5     75.4 2
2020 08 12 32366 32366.5 2551  3  0.333  1.333  1.000  0.667  1.000  0.667  0.667  0.333    2    5    4    3    4    3    3    2     3  17     73.1     75.1 2
2020 08 13 32367 32367.5 2551  4  1.667  0.667  0.333  0.333  1.333  0.333  0.333  1.333    6    3    2    2    5    2    2    5     3  10     72.3     74.2 2
2020 08 14 32368 32368.5 2551  5  1.000  1.667  0.333  0.333  0.667  0.333  0.667  0.667    4    6    2    2    3    2    3    3     3   5     70.8     72.6 2
2020 08 15 32369 32369.5 2551  6  0.000  0.000  1.000  0.333  0.333  0.333  0.333  0.333    0    0    4    2    2    2    2    2     2   0     70.6     72.4 2
2020 08 16 32370 32370.5 2551  7  1.000  1.000  1.000  1.000  0.333  0.333  0.333  0.667    4    4    4    4    2    2    2    3     3   0     70.9     72.6 2
2020 08 17 32371 32371.5 2551  8  0.667  0.333  0.667  1.000  0.667  0.333  0.333  0.667    3    2    3    4    3    2    2    3     3   0     70.8     72.5 2
2020 08 18 32372 32372.5 2551  9  1.000  1.333  1.333  1.333  1.667  0.667  1.000  3.000    4    5    5    5    6    3    4   15     6  13     71.3     73.1 2
2020 08 19 32373 32373.5 2551 10  2.667  2.333  0.333  0.333  0.333  0.667  0.667  1.000   12    9    2    2    2    3    3    4     5  16     70.5     72.2 2
2020 08 20 32374 32374.5 2551 11  0.333  0.667  0.000  0.667  1.000  0.667  0.333  0.667    2    3    0    3    4    3    2    3     2  12     69.9     71.6 2
2020 08 21 32375 32375.5 2551 12  0.667  0.333  0.333  0.333  0.333  0.667  1.667  1.333    3    2    2    2    2    3    6    5     3   3     70.9     72.6 2
2020 08 22 32376 32376.5 2551 13  0.667  2.000  1.667  1.667  1.000  1.333  1.667  2.333    3    7    6    6    4    5    6    9     6   0     70.0     71.6 2
2020 08 23 32377 32377.5 2551 14  2.000  2.000  1.333  2.000  2.333  1.667  1.000  2.667    7    7    5    7    9    6    4   12     7   0     70.6     72.1 2
2020 08 24 32378 32378.5 2551 15  0.667  0.667  0.333  0.000  0.667  0.667  0.333  0.000    3    3    2    0    3    3    2    0     2   0     70.3     71.8 2
2020 08 25 32379 32379.5 2551 16  0.667  0.333  0.667  0.333  0.667  1.000  1.000  0.333    3    2    3    2    3    4    4    2     3   0     70.6     72.1 2
2020 08 26 32380 32380.5 2551 17  1.667  2.333  1.000  1.667  0.667  2.333  1.000  1.667    6    9    4    6    3    9    4    6     6   0     70.4     71.9 2
2020 08 27 32381 32381.5 2551 18  2.333  1.333  1.667  1.667  3.333  1.000  1.000  1.000    9    5    6    6   18    4    4    4     7   0     70.0     71.4 2
2020 08 28 32382 32382.5 2551 19  0.000  0.333  0.667  1.667  2.667  4.667  1.667  2.333    0    2    3    6   12   39    6    9    10   0     70.1     71.5 2
2020 08 29 32383 32383.5 2551 20  2.667  2.667  3.333  2.333  1.333  2.000  3.333  3.333   12   12   18    9    5    7   18   18    12   0     70.2     71.6 2
2020 08 30 32384 32384.5 2551 21  2.000  3.333  2.000  1.333  1.667  2.000  1.000  2.667    7   18    7    5    6    7    4   12     8   0     70.0     71.4 2
2020 08 31 32385 32385.5 2551 22  3.667  4.333  2.667  4.667  4.333  3.667  3.667  3.000   22   32   12   39   32   22   22   15    24   0     69.2     70.5 2
2020 09 01 32386 32386.5 2551 23  2.667  4.333  2.667  3.000  3.000  4.000  2.667  3.000   12   32   12   15   15   27   12   15    18   0     69.5     70.8 2
2020 09 02 32387 32387.5 2551 24  2.667  2.333  2.000  2.667  2.667  2.333  1.667  1.667   12    9    7   12   12    9    6    6     9   0     68.3     69.5 2
2020 09 03 32388 32388.5 2551 25  0.000  0.000  1.000  0.667  1.333  0.667  0.333  1.667    0    0    4    3    5    3    2    6     3   0     70.0     71.2 2
2020 09 04 32389 32389.5 2551 26  2.667  1.333  1.333  2.000  2.000  1.667  2.333  0.333   12    5    5    7    7    6    9    2     7   0     69.7     70.8 2
2020 09 05 32390 32390.5 2551 27  1.667  1.333  1.667  2.000  1.667  0.333  1.000  1.000    6    5    6    7    6    2    4    4     5   0     69.2     70.3 2
2020 09 06 32391 32391.5 2552  1  2.000  1.000  0.333  1.000  1.000  0.333  0.667  1.667    7    4    2    4    4    2    3    6     4   0     69.5     70.5 2
2020 09 07 32392 32392.5 2552  2  1.000  1.333  1.333  0.667  0.667  1.000  0.333  0.000    4    5    5    3    3    4    2    0     3   0     70.2     71.3 2
2020 09 08 32393 32393.5 2552  3  0.667  0.333  1.000  1.000  0.667  1.333  1.000  0.000    3    2    4    4    3    5    4    0     3   0     69.9     70.9 2
2020 09 09 32394 32394.5 2552  4  0.667  0.000  0.000  0.000  0.000  0.333  0.000  0.000    3    0    0    0    0    2    0    0     1   0     69.7     70.7 2
